cap-shape,cap-color,bruises,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,ring-number,spore-print-color,population,habitat,class
f,y,f,e,p,n,o,h,y,p,p
f,y,f,e,n,n,o,h,y,g,p
f,g,f,e,n,p,o,h,v,g,p
f,e,t,t,p,w,o,n,v,d,e
x,g,f,e,n,p,o,h,y,p,p
f,y,f,e,p,b,o,h,v,g,p
x,y,f,e,n,n,o,h,v,d,p
x,y,f,e,b,b,o,h,y,p,p
f,y,f,e,p,n,o,h,v,g,p
f,y,f,e,n,b,o,h,v,g,p
x,g,f,e,n,b,o,h,v,p,p
f,e,t,t,g,g,o,k,v,d,e
f,g,f,e,n,p,o,h,v,d,p
f,y,f,e,n,p,o,h,v,g,p
f,n,t,t,w,p,o,k,v,d,e
x,y,f,e,p,p,o,h,v,p,p
x,y,f,e,b,p,o,h,v,p,p
f,n,t,t,p,p,o,k,y,d,e
f,g,f,e,b,p,o,h,y,p,p
f,e,t,t,g,g,o,k,y,d,e
x,y,f,e,b,b,o,h,v,g,p
f,g,f,e,b,b,o,h,v,d,p
x,y,f,e,b,b,o,h,v,d,p
x,g,f,e,w,w,o,k,s,d,p
f,g,t,t,g,p,o,k,v,d,e
f,g,f,e,p,p,o,h,y,g,p
x,g,f,e,b,b,o,h,y,d,p
f,g,f,e,b,n,o,h,v,p,p
f,n,t,t,p,w,o,k,v,d,e
x,y,f,e,b,n,o,h,y,d,p
f,g,f,e,p,b,o,h,y,d,p
f,e,t,t,w,g,o,n,v,d,e
f,e,t,t,p,g,o,k,v,d,e
f,g,t,t,w,w,o,h,v,u,p
x,g,f,e,p,n,o,h,y,p,p
f,g,f,e,n,b,o,h,v,p,p
x,g,f,e,p,b,o,h,v,p,p
x,y,f,e,b,n,o,h,v,d,p
f,g,f,e,b,n,o,h,v,d,p
f,g,f,e,n,p,o,h,v,p,p
f,e,t,t,w,w,o,n,y,d,e
x,g,f,e,b,n,o,h,v,g,p
f,g,f,e,p,p,o,h,v,g,p
x,g,f,e,b,b,o,h,y,p,p
f,e,t,t,w,p,o,n,v,d,e
f,e,t,t,p,w,o,n,v,d,e
f,e,t,t,p,p,o,n,y,d,e
f,y,f,e,b,n,o,h,v,g,p
f,g,f,e,b,p,o,h,y,p,p
f,n,t,t,g,p,o,k,y,d,e
x,g,f,e,p,b,o,h,y,g,p
f,g,t,t,g,w,o,n,v,d,e
x,y,f,e,n,p,o,h,v,p,p
x,y,f,e,p,n,o,h,v,d,p
x,y,f,e,n,p,o,h,v,d,p
f,c,f,e,w,n,o,w,v,l,e
x,g,f,e,n,n,o,h,v,d,p
f,g,f,e,n,p,o,h,y,g,p
x,g,f,e,p,n,o,h,v,g,p
f,g,f,e,p,b,o,h,y,g,p
x,b,t,t,w,w,o,h,s,u,p
f,g,f,e,n,n,o,h,v,d,p
x,g,f,e,n,p,o,h,v,g,p
f,y,f,e,b,b,o,h,y,p,p
f,g,f,e,n,p,o,h,v,p,p
f,g,f,e,p,p,o,h,y,d,p
f,g,t,t,p,w,o,k,y,d,e
x,y,f,e,b,b,o,h,y,p,p
x,y,f,e,b,b,o,h,y,p,p
f,e,t,t,p,p,o,k,y,d,e
f,g,f,e,b,p,o,h,v,p,p
f,g,f,e,b,b,o,h,y,d,p
x,y,f,e,p,n,o,h,y,d,p
f,g,t,t,w,w,o,k,y,d,e
x,g,f,e,n,p,o,h,v,g,p
x,g,f,e,p,p,o,h,y,p,p
f,n,t,t,p,w,o,n,y,d,e
f,g,t,t,p,g,o,n,v,d,e
x,g,f,e,n,n,o,h,v,d,p
f,y,f,e,p,p,o,h,v,p,p
f,y,f,e,n,b,o,h,v,d,p
f,g,f,e,n,p,o,h,v,p,p
f,g,f,e,b,b,o,h,y,p,p
f,g,f,e,p,n,o,h,y,g,p
f,b,t,t,w,w,o,h,s,u,p
f,e,t,t,p,p,o,n,y,d,e
x,n,f,t,p,p,o,w,v,d,p
x,g,t,t,g,w,o,n,v,d,e
x,g,f,e,w,w,o,k,v,d,p
x,p,f,e,w,w,o,n,v,d,p
x,n,f,t,p,w,o,w,v,l,p
f,g,f,e,n,p,o,h,y,p,p
x,y,f,e,b,b,o,h,v,g,p
x,g,t,t,w,w,o,h,s,u,p
f,g,f,e,b,p,o,h,y,p,p
x,y,f,e,b,b,o,h,y,d,p
f,g,f,e,n,p,o,h,y,p,p
f,g,f,e,n,b,o,h,y,d,p
f,g,f,e,b,b,o,h,y,d,p
x,g,f,e,n,p,o,h,y,g,p
f,g,f,e,p,p,o,h,y,g,p
x,y,f,e,b,b,o,h,y,g,p
f,y,f,e,n,n,o,h,v,g,p
x,y,f,e,n,b,o,h,v,g,p
x,y,f,e,b,p,o,h,y,g,p
x,y,f,e,n,p,o,h,v,g,p
f,g,t,t,w,w,o,h,v,u,p
x,y,f,e,n,n,o,h,y,g,p
f,y,f,e,p,b,o,h,y,g,p
f,g,f,e,n,p,o,h,y,d,p
f,y,f,e,p,n,o,h,y,d,p
f,y,f,e,b,p,o,h,v,d,p
x,g,f,e,b,n,o,h,v,p,p
x,g,f,e,n,b,o,h,y,p,p
f,e,t,t,w,w,o,n,v,d,e
f,y,f,e,n,p,o,h,v,d,p
f,g,f,e,b,p,o,h,y,d,p
f,g,f,e,n,p,o,h,v,p,p
x,y,f,e,b,p,o,h,v,g,p
x,y,f,e,p,p,o,h,v,p,p
x,g,f,e,n,b,o,h,y,d,p
x,y,f,e,p,p,o,h,y,p,p
f,w,t,t,w,w,o,h,s,u,p
f,y,f,e,p,n,o,h,v,g,p
f,y,f,e,b,p,o,h,v,d,p
f,g,f,e,n,n,o,h,y,p,p
f,y,f,e,p,b,o,h,y,d,p
f,y,f,e,b,n,o,h,v,d,p
f,g,f,e,b,b,o,h,v,p,p
x,g,f,e,n,b,o,h,y,g,p
x,y,f,e,b,p,o,h,y,p,p
f,g,f,e,p,b,o,h,v,g,p
x,y,f,e,n,b,o,h,y,d,p
f,g,f,e,n,n,o,h,v,d,p
x,y,f,e,n,b,o,h,v,d,p
x,w,t,t,w,w,o,h,s,g,p
f,g,f,e,n,b,o,h,y,g,p
x,b,t,t,w,w,o,h,s,g,p
f,g,f,e,p,b,o,h,v,d,p
x,g,f,e,n,n,o,h,v,d,p
x,y,f,e,n,b,o,h,y,g,p
x,y,f,e,n,n,o,h,y,g,p
x,y,f,e,p,p,o,h,v,g,p
f,g,t,t,g,g,o,n,y,d,e
f,y,f,e,p,p,o,h,y,p,p
x,g,f,e,p,n,o,h,y,p,p
f,y,f,e,p,b,o,h,v,g,p
f,y,f,e,n,p,o,h,v,p,p
f,y,f,e,n,p,o,h,y,d,p
x,g,f,e,p,p,o,h,v,p,p
f,g,f,e,b,b,o,h,y,g,p
x,g,f,e,p,p,o,h,y,p,p
x,p,f,e,w,w,o,k,s,d,p
x,y,f,e,n,n,o,h,y,d,p
x,y,f,e,n,n,o,h,y,g,p
f,y,f,e,b,p,o,h,y,g,p
x,g,f,e,p,n,o,h,v,g,p
f,g,f,e,p,n,o,h,v,g,p
x,g,f,e,p,n,o,h,v,d,p
x,y,f,e,b,n,o,h,y,g,p
x,y,f,e,b,p,o,h,v,p,p
x,g,f,e,p,b,o,h,y,d,p
x,y,f,e,n,p,o,h,v,d,p
f,g,f,e,b,b,o,h,y,p,p
f,g,f,e,p,n,o,h,v,d,p
x,y,f,e,b,n,o,h,y,p,p
k,n,f,e,w,n,o,w,v,l,e
f,g,f,e,n,n,o,h,y,p,p
x,y,f,e,n,p,o,h,y,g,p
f,y,f,e,p,p,o,h,y,g,p
x,g,f,e,n,b,o,h,v,d,p
x,g,f,e,b,p,o,h,y,p,p
f,y,f,e,p,p,o,h,v,g,p
f,p,t,e,w,w,t,w,c,w,e
f,y,f,e,n,b,o,h,v,p,p
x,y,f,e,b,b,o,h,y,d,p
x,g,f,e,p,b,o,h,y,d,p
f,g,f,e,b,p,o,h,y,p,p
x,y,f,e,b,b,o,h,v,d,p
f,g,f,e,p,n,o,h,y,g,p
f,g,f,e,n,b,o,h,v,g,p
k,p,t,e,w,e,t,w,c,w,e
x,y,f,e,p,n,o,h,v,d,p
f,y,f,e,p,n,o,h,v,p,p
f,g,f,e,b,n,o,h,y,p,p
f,g,f,e,n,b,o,h,v,g,p
x,y,f,e,n,p,o,h,y,p,p
f,g,f,e,n,b,o,h,y,p,p
x,g,f,e,p,p,o,h,y,g,p
f,y,f,e,b,n,o,h,y,g,p
f,g,f,e,n,n,o,h,y,d,p
x,y,f,e,p,p,o,h,v,d,p
f,g,f,e,n,n,o,h,v,g,p
f,g,f,e,p,n,o,h,y,d,p
f,y,f,e,p,b,o,h,y,g,p
f,g,t,t,p,w,o,n,y,d,e
f,g,f,e,p,b,o,h,y,d,p
f,g,f,e,n,p,o,h,v,d,p
f,g,f,e,b,n,o,h,v,g,p
x,y,f,e,p,b,o,h,v,g,p
x,g,f,e,b,n,o,h,y,g,p
x,y,f,e,p,b,o,h,y,p,p
f,y,f,e,b,b,o,h,y,d,p
x,y,f,e,p,n,o,h,v,g,p
x,y,f,e,n,b,o,h,y,p,p
f,g,f,e,b,p,o,h,v,g,p
x,y,f,e,p,b,o,h,v,d,p
f,g,f,e,b,b,o,h,v,g,p
f,g,f,e,b,p,o,h,y,d,p
f,g,f,e,n,n,o,h,y,g,p
f,y,f,e,p,p,o,h,v,g,p
f,g,f,e,p,b,o,h,y,g,p
x,y,f,e,b,p,o,h,y,p,p
f,g,f,e,n,b,o,h,y,g,p
f,g,f,e,b,b,o,h,y,g,p
f,g,f,e,n,b,o,h,v,p,p
x,r,f,e,w,w,o,h,v,d,e
f,y,f,e,n,b,o,h,y,g,p
x,y,f,e,b,p,o,h,y,d,p
x,n,f,t,w,w,o,w,v,p,p
f,y,f,e,b,n,o,h,v,d,p
k,n,f,e,w,n,o,w,v,d,p
f,y,f,e,b,p,o,h,y,d,p
x,g,f,e,b,n,o,h,v,d,p
x,g,f,e,b,p,o,h,y,g,p
f,g,f,e,n,p,o,h,y,g,p
x,y,f,e,p,p,o,h,v,d,p
x,g,f,e,n,p,o,h,v,d,p
x,g,f,e,n,b,o,h,v,d,p
x,g,f,e,n,n,o,h,y,g,p
x,g,f,e,p,n,o,h,y,g,p
f,e,t,t,g,p,o,k,y,d,e
f,y,f,e,n,n,o,h,y,p,p
x,y,f,e,p,p,o,h,v,g,p
f,y,f,e,n,n,o,h,v,g,p
x,y,f,e,b,b,o,h,v,p,p
f,g,f,e,n,b,o,h,y,g,p
f,g,f,e,p,p,o,h,v,g,p
x,y,f,e,p,p,o,h,y,g,p
f,b,t,t,w,w,o,h,s,u,p
x,g,f,e,p,b,o,h,v,g,p
x,y,f,e,n,n,o,h,v,p,p
f,g,f,e,n,n,o,h,v,p,p
f,g,f,e,b,n,o,h,y,d,p
f,y,f,e,p,b,o,h,v,d,p
f,g,f,e,n,n,o,h,y,g,p
x,g,f,e,b,n,o,h,v,g,p
x,e,t,e,w,e,t,w,c,w,e
f,g,f,e,p,p,o,h,v,d,p
f,y,f,e,n,p,o,h,y,d,p
f,g,f,e,n,n,o,h,y,d,p
x,y,f,e,p,p,o,h,y,p,p
f,g,f,e,n,n,o,h,v,d,p
x,y,f,e,b,b,o,h,y,g,p
b,w,t,e,w,w,o,w,c,l,p
f,b,t,t,w,w,o,h,v,u,p
x,y,f,e,b,p,o,h,y,p,p
f,g,f,e,b,b,o,h,y,d,p
f,g,f,e,p,p,o,h,v,p,p
f,y,f,e,b,p,o,h,v,p,p
f,g,f,e,n,n,o,h,y,d,p
x,y,f,e,p,p,o,h,v,d,p
x,y,f,e,b,p,o,h,v,g,p
f,g,f,e,b,p,o,h,y,g,p
x,w,t,t,w,w,o,h,s,u,p
f,g,t,t,g,p,o,n,v,d,e
x,n,f,t,w,p,o,w,v,d,p
f,g,f,e,p,p,o,h,y,d,p
f,g,f,e,p,n,o,h,y,g,p
f,e,t,t,p,g,o,k,v,d,e
x,b,t,e,w,e,t,w,c,w,e
x,y,f,e,n,n,o,h,y,g,p
x,y,f,e,b,n,o,h,y,d,p
x,y,f,e,n,b,o,h,v,p,p
x,y,f,e,n,n,o,h,y,g,p
f,y,f,e,b,n,o,h,y,g,p
f,g,f,e,b,b,o,h,y,g,p
x,g,f,e,n,n,o,h,y,g,p
f,y,f,e,b,b,o,h,v,g,p
x,g,f,e,p,p,o,h,v,g,p
x,y,f,e,p,n,o,h,y,g,p
f,g,f,e,b,n,o,h,y,p,p
f,y,f,e,n,b,o,h,y,g,p
x,g,f,e,p,b,o,h,y,d,p
f,g,f,e,p,p,o,h,v,d,p
f,g,f,e,b,n,o,h,y,p,p
x,u,f,e,w,w,o,h,y,d,e
x,g,f,e,n,n,o,h,v,g,p
f,y,f,e,n,p,o,h,v,g,p
f,y,f,e,p,n,o,h,y,g,p
x,y,f,e,p,n,o,h,v,g,p
f,y,f,e,b,b,o,h,v,g,p
f,g,f,e,p,b,o,h,v,g,p
f,g,f,e,b,b,o,h,y,d,p
f,g,f,e,b,n,o,h,v,g,p
f,y,f,e,b,n,o,h,y,d,p
f,y,f,e,b,n,o,h,v,p,p
f,g,f,e,p,n,o,h,v,p,p
f,g,f,e,n,b,o,h,y,g,p
f,y,f,e,n,b,o,h,y,d,p
f,e,t,t,g,w,o,n,y,d,e
f,b,t,t,w,w,o,h,v,u,p
f,g,f,e,p,n,o,h,v,d,p
f,g,f,e,p,p,o,h,v,p,p
x,y,f,e,p,b,o,h,y,g,p
f,y,f,e,p,b,o,h,y,p,p
f,y,f,e,n,n,o,h,v,d,p
f,n,t,t,w,g,o,k,v,d,e
f,y,f,e,b,n,o,h,y,g,p
x,b,t,e,w,w,t,w,c,w,e
x,y,f,e,n,p,o,h,y,g,p
x,y,f,e,p,b,o,h,y,d,p
x,y,f,e,p,n,o,h,y,g,p
f,g,f,e,b,b,o,h,v,p,p
f,e,t,t,g,g,o,k,y,d,e
f,y,f,e,p,n,o,h,v,d,p
f,y,f,e,b,n,o,h,v,g,p
x,y,f,e,n,n,o,h,v,d,p
x,y,f,e,n,b,o,h,v,g,p
x,n,f,t,w,p,o,w,v,d,p
f,y,f,e,p,b,o,h,v,p,p
x,y,f,e,n,b,o,h,v,g,p
f,y,f,e,n,n,o,h,v,p,p
f,y,f,e,n,b,o,h,v,d,p
f,g,f,e,b,p,o,h,v,p,p
f,g,f,e,b,b,o,h,v,g,p
f,g,f,e,b,n,o,h,v,d,p
f,g,f,e,b,n,o,h,v,g,p
x,g,f,e,w,w,o,k,v,d,p
x,y,f,e,b,p,o,h,y,g,p
f,g,t,t,w,w,o,h,s,u,p
x,g,f,e,n,n,o,h,v,g,p
x,y,f,e,p,b,o,h,y,p,p
x,y,f,e,n,b,o,h,y,d,p
f,g,t,t,p,g,o,k,y,d,e
f,g,f,e,b,n,o,h,y,d,p
f,y,f,e,n,p,o,h,v,g,p
f,g,f,e,n,b,o,h,y,p,p
x,y,f,e,b,b,o,h,y,g,p
x,g,f,e,b,p,o,h,y,d,p
x,y,f,e,b,p,o,h,y,p,p
f,n,t,t,g,g,o,n,v,d,e
x,g,f,e,n,n,o,h,y,g,p
f,y,f,e,b,p,o,h,v,g,p
x,g,f,e,p,n,o,h,v,p,p
x,y,f,e,p,p,o,h,y,g,p
f,g,f,e,n,b,o,h,y,p,p
f,g,f,e,p,b,o,h,y,g,p
x,y,f,e,b,n,o,h,y,g,p
k,b,t,e,e,e,t,w,c,w,e
x,y,f,e,b,b,o,h,y,p,p
x,n,f,t,p,w,o,w,v,d,p
f,g,f,e,n,n,o,h,y,p,p
x,g,f,e,n,n,o,h,y,p,p
f,y,f,e,b,b,o,h,v,g,p
f,g,f,e,p,p,o,h,v,d,p
f,g,f,e,b,p,o,h,y,g,p
f,y,f,e,n,n,o,h,y,g,p
x,y,f,e,n,b,o,h,y,d,p
x,w,t,t,w,w,o,h,v,u,p
x,y,f,e,p,b,o,h,v,g,p
f,y,f,e,p,p,o,h,y,p,p
x,y,f,e,p,n,o,h,y,g,p
x,y,f,e,n,b,o,h,v,p,p
f,y,f,e,b,n,o,h,v,g,p
x,y,f,e,n,b,o,h,y,g,p
x,y,f,e,b,n,o,h,v,p,p
f,g,f,e,p,n,o,h,y,p,p
f,y,f,e,b,b,o,h,y,p,p
f,g,f,e,b,b,o,h,v,p,p
f,n,t,t,w,p,o,k,y,d,e
x,y,f,e,b,p,o,h,v,d,p
x,g,f,e,n,n,o,h,v,p,p
f,g,f,e,b,p,o,h,v,g,p
f,g,f,e,p,b,o,h,v,g,p
x,y,f,e,b,p,o,h,y,d,p
f,g,f,e,n,b,o,h,v,p,p
x,g,f,e,p,p,o,h,v,d,p
x,y,f,e,b,n,o,h,v,d,p
x,y,f,e,n,n,o,h,y,d,p
f,y,f,e,p,n,o,h,y,d,p
f,c,f,e,w,n,o,w,v,l,e
f,g,f,e,p,b,o,h,v,g,p
x,g,f,e,p,n,o,h,y,p,p
f,y,f,e,w,y,o,w,v,d,p
f,y,f,e,p,b,o,h,y,p,p
x,g,t,t,w,w,o,h,v,g,p
f,n,t,e,w,w,t,w,c,w,e
x,n,f,t,p,p,o,w,v,p,p
x,g,f,e,w,w,o,k,v,d,p
x,y,f,e,n,n,o,h,y,d,p
f,g,f,e,b,n,o,h,v,g,p
f,g,f,e,p,b,o,h,y,d,p
x,y,f,e,n,b,o,h,v,g,p
x,y,f,e,b,b,o,h,v,g,p
x,g,f,e,b,b,o,h,y,d,p
f,g,f,e,p,p,o,h,y,d,p
f,g,f,e,b,n,o,h,y,g,p
f,y,f,e,p,n,o,h,y,g,p
x,y,f,e,b,b,o,h,v,d,p
f,y,f,e,b,n,o,h,v,p,p
f,g,f,e,p,b,o,h,y,p,p
f,y,f,e,b,p,o,h,y,p,p
f,y,f,e,n,n,o,h,y,d,p
f,y,f,e,n,n,o,h,v,p,p
f,y,f,e,b,p,o,h,v,d,p
x,g,f,e,b,p,o,h,v,g,p
x,g,f,e,b,b,o,h,v,g,p
x,g,f,e,b,n,o,h,v,d,p
x,b,t,e,e,w,t,w,c,w,e
f,g,f,e,p,n,o,h,v,d,p
x,y,f,e,p,b,o,h,v,d,p
x,n,f,t,p,p,o,w,v,l,p
x,g,f,e,b,b,o,h,y,d,p
f,g,f,e,n,b,o,h,v,p,p
f,g,f,e,p,n,o,h,y,d,p
f,y,f,e,b,p,o,h,y,g,p
x,y,f,e,n,n,o,h,v,d,p
x,y,f,e,p,b,o,h,v,g,p
f,g,f,e,n,n,o,h,y,p,p
x,g,f,e,n,p,o,h,v,p,p
f,y,f,e,b,b,o,h,y,g,p
x,y,f,e,n,p,o,h,y,g,p
x,u,f,e,w,w,o,h,v,d,e
f,b,t,e,e,e,t,w,c,w,e
f,y,f,e,b,p,o,h,y,d,p
x,y,f,e,n,p,o,h,y,p,p
x,g,f,e,p,b,o,h,v,g,p
f,g,f,e,p,n,o,h,y,d,p
f,g,f,e,n,n,o,h,v,g,p
f,g,f,e,b,b,o,h,y,g,p
f,g,f,e,n,n,o,h,v,g,p
x,y,f,e,p,n,o,h,y,g,p
f,y,f,e,p,p,o,h,v,d,p
f,g,f,e,p,p,o,h,v,d,p
f,y,f,e,n,b,o,h,v,g,p
f,y,f,e,n,p,o,h,y,g,p
f,g,f,e,n,p,o,h,v,g,p
f,b,t,t,w,w,o,h,v,g,p
f,w,t,e,w,w,t,r,v,m,p
x,y,f,e,p,n,o,h,y,p,p
f,y,f,e,b,b,o,h,v,p,p
f,g,f,e,p,p,o,h,v,g,p
x,y,f,e,n,p,o,h,v,d,p
x,y,f,e,p,n,o,h,v,p,p
x,y,f,e,p,b,o,h,y,d,p
f,g,t,t,g,g,o,n,v,d,e
x,u,f,e,w,w,o,h,v,d,e
x,g,f,e,p,p,o,h,y,d,p
f,y,f,e,n,b,o,h,v,g,p
x,y,f,e,n,b,o,h,v,d,p
f,g,f,e,n,p,o,h,v,d,p
x,y,f,e,n,p,o,h,y,p,p
x,y,f,e,b,p,o,h,v,d,p
x,y,f,e,b,n,o,h,y,p,p
f,y,f,e,n,n,o,h,v,g,p
x,g,f,e,p,n,o,h,y,p,p
f,g,f,e,n,n,o,h,y,g,p
f,g,f,e,p,n,o,h,v,p,p
x,y,f,e,p,p,o,h,y,p,p
f,e,t,t,w,g,o,n,v,d,e
x,y,f,e,p,p,o,h,y,d,p
f,g,f,e,n,b,o,h,v,d,p
x,g,f,e,b,n,o,h,y,p,p
f,g,f,e,b,p,o,h,v,p,p
f,g,f,e,b,n,o,h,y,p,p
f,g,f,e,n,b,o,h,y,d,p
f,g,f,e,n,p,o,h,v,g,p
f,g,f,e,p,n,o,h,y,d,p
f,y,f,e,p,b,o,h,v,d,p
x,y,f,e,p,p,o,h,y,d,p
x,g,f,e,n,n,o,h,v,p,p
x,g,f,e,b,n,o,h,y,p,p
x,w,f,e,w,w,o,n,v,d,p
f,g,f,e,b,p,o,h,y,d,p
x,y,f,e,p,p,o,h,v,p,p
f,g,f,e,p,p,o,h,v,d,p
x,y,f,e,p,n,o,h,v,g,p
f,g,f,e,p,n,o,h,v,d,p
f,g,f,e,n,b,o,h,v,d,p
f,y,f,e,b,n,o,h,y,p,p
x,g,f,e,b,p,o,h,v,g,p
f,y,f,e,n,b,o,h,v,g,p
f,y,f,e,n,p,o,h,y,p,p
x,y,f,e,b,p,o,h,v,d,p
f,y,f,e,n,b,o,h,v,g,p
x,y,f,e,b,n,o,h,y,p,p
f,y,f,e,b,b,o,h,y,d,p
x,y,f,e,b,b,o,h,v,g,p
f,g,f,e,n,n,o,h,y,d,p
f,g,f,e,p,b,o,h,y,d,p
f,y,f,e,p,n,o,h,v,g,p
f,g,f,e,b,b,o,h,v,d,p
f,g,f,e,p,n,o,h,y,g,p
f,y,f,e,p,n,o,h,v,d,p
x,y,f,e,p,p,o,h,y,d,p
x,y,f,e,b,p,o,h,v,d,p
f,y,f,e,n,n,o,h,y,d,p
x,y,f,e,b,b,o,h,v,d,p
x,y,f,e,b,p,o,h,v,g,p
x,n,f,t,p,w,o,w,v,d,p
f,b,t,e,w,w,t,w,c,w,e
x,y,f,e,b,p,o,h,v,g,p
x,y,f,e,b,b,o,h,y,d,p
f,g,f,e,n,b,o,h,y,d,p
x,y,f,e,n,p,o,h,y,d,p
f,g,f,e,p,b,o,h,v,p,p
f,g,f,e,p,b,o,h,y,d,p
f,g,f,e,p,b,o,h,v,p,p
x,y,f,e,p,n,o,h,v,p,p
f,y,f,e,b,n,o,h,y,g,p
f,y,f,e,p,p,o,h,y,d,p
f,g,f,e,p,b,o,h,v,p,p
f,g,f,e,n,b,o,h,y,g,p
f,g,f,e,n,b,o,h,y,g,p
f,g,f,e,b,n,o,h,v,d,p
f,g,f,e,p,b,o,h,v,d,p
f,g,f,e,p,b,o,h,v,p,p
x,g,f,e,w,w,o,k,s,d,p
f,b,t,t,w,w,o,h,v,g,p
f,e,t,t,g,w,o,k,v,d,e
x,y,f,e,p,n,o,h,v,p,p
x,g,f,e,p,n,o,h,y,d,p
f,g,f,e,n,b,o,h,v,g,p
f,g,t,t,p,w,o,k,v,d,e
x,y,f,e,b,p,o,h,y,d,p
x,y,f,e,p,b,o,h,v,p,p
f,y,f,e,n,p,o,h,y,p,p
x,y,f,e,b,p,o,h,v,p,p
x,y,f,e,b,b,o,h,y,d,p
x,g,f,e,n,p,o,h,v,g,p
f,w,t,t,w,w,o,h,s,u,p
x,g,f,e,p,n,o,h,v,d,p
x,y,f,e,b,n,o,h,v,g,p
f,g,f,e,p,p,o,h,y,p,p
x,g,f,e,p,p,o,h,v,p,p
x,y,f,e,n,b,o,h,v,d,p
f,u,f,e,w,w,o,h,v,d,e
f,y,f,e,b,b,o,h,y,d,p
f,g,f,e,b,b,o,h,v,g,p
x,y,f,e,b,p,o,h,y,g,p
f,g,f,e,b,n,o,h,y,g,p
f,n,t,t,p,p,o,n,y,d,e
x,y,f,e,p,n,o,h,v,p,p
f,g,f,e,n,p,o,h,y,d,p
x,g,f,e,n,b,o,h,y,p,p
f,y,f,e,n,n,o,h,y,g,p
x,y,f,e,b,b,o,h,v,d,p
x,y,f,e,b,n,o,h,v,p,p
x,y,f,e,b,n,o,h,v,p,p
f,g,f,e,n,p,o,h,v,g,p
x,w,t,t,w,w,o,h,s,u,p
f,e,t,e,w,w,t,w,c,w,e
x,u,f,e,w,w,o,h,y,d,e
x,y,f,e,b,n,o,h,v,g,p
x,g,f,e,n,p,o,h,y,d,p
x,y,f,e,p,p,o,h,y,p,p
f,g,f,e,p,n,o,h,y,d,p
x,g,f,e,p,b,o,h,y,p,p
f,g,f,e,b,n,o,h,y,g,p
f,y,f,e,p,n,o,h,y,g,p
x,g,f,e,p,p,o,h,y,p,p
f,g,f,e,n,b,o,h,y,p,p
f,p,t,e,w,e,t,w,c,w,e
f,g,f,e,p,n,o,h,y,p,p
x,y,f,e,b,p,o,h,y,p,p
x,g,f,e,n,b,o,h,y,p,p
f,y,f,e,b,n,o,h,v,g,p
x,y,f,e,p,n,o,h,y,d,p
f,g,f,e,n,b,o,h,y,d,p
f,y,f,e,n,p,o,h,y,p,p
x,g,f,e,b,p,o,h,y,g,p
x,g,f,e,b,n,o,h,y,d,p
f,y,f,e,n,p,o,h,y,p,p
f,g,f,e,b,n,o,h,y,d,p
x,g,f,e,b,n,o,h,y,p,p
f,y,f,e,p,p,o,h,v,p,p
f,g,f,e,n,p,o,h,v,d,p
x,g,f,e,n,p,o,h,y,g,p
f,g,f,e,b,b,o,h,v,d,p
x,g,f,e,n,p,o,h,y,g,p
f,g,f,e,p,n,o,h,v,d,p
x,y,f,e,b,b,o,h,y,p,p
x,y,f,e,p,p,o,h,y,g,p
x,g,f,e,b,p,o,h,v,p,p
f,y,f,e,n,p,o,h,v,p,p
f,n,t,t,w,g,o,n,y,d,e
f,g,f,e,p,b,o,h,y,d,p
x,y,f,e,n,n,o,h,y,p,p
x,g,t,t,w,w,o,h,s,g,p
f,y,f,e,n,n,o,h,v,p,p
x,y,f,e,n,p,o,h,v,p,p
x,w,f,e,w,w,o,k,s,d,p
x,y,f,e,n,p,o,h,y,d,p
f,b,t,t,w,w,o,h,s,u,p
x,y,f,e,p,b,o,h,y,g,p
x,g,f,e,n,p,o,h,y,d,p
f,y,f,e,b,b,o,h,y,g,p
f,p,t,e,w,w,t,r,v,g,p
f,b,t,t,w,w,o,h,v,u,p
x,g,f,e,b,b,o,h,v,g,p
x,g,f,e,p,b,o,h,y,g,p
x,g,f,e,b,p,o,h,v,g,p
f,g,f,e,p,n,o,h,y,p,p
f,g,f,e,p,p,o,h,v,p,p
x,y,f,e,p,p,o,h,y,p,p
f,y,f,e,p,n,o,h,v,p,p
f,u,f,e,w,w,o,h,v,d,e
x,y,f,e,b,b,o,h,y,g,p
f,e,t,t,g,w,o,n,v,d,e
f,y,f,e,n,p,o,h,y,g,p
x,y,f,e,p,p,o,h,v,g,p
x,n,f,t,p,p,o,w,v,l,p
x,g,f,e,b,b,o,h,y,g,p
x,y,f,e,b,p,o,h,y,d,p
f,g,f,e,p,p,o,h,y,g,p
x,g,f,e,b,b,o,h,v,p,p
x,g,f,e,b,b,o,h,y,g,p
x,y,f,e,b,p,o,h,y,d,p
f,y,f,e,n,n,o,h,y,g,p
f,g,f,e,n,p,o,h,v,p,p
f,g,f,e,p,b,o,h,y,g,p
f,n,t,t,p,w,o,n,y,d,e
x,y,f,e,n,p,o,h,v,g,p
f,e,t,t,w,w,o,k,y,d,e
x,y,f,e,b,n,o,h,y,d,p
x,g,f,e,p,b,o,h,y,p,p
f,g,f,e,p,n,o,h,y,p,p
x,y,f,e,p,b,o,h,y,p,p
f,g,f,e,n,b,o,h,v,d,p
f,g,f,e,p,b,o,h,v,d,p
f,g,f,e,n,b,o,h,y,p,p
f,g,f,e,p,n,o,h,y,g,p
